,threshold,infected_agents
3213,0.625,215
3214,0.625,205
3215,0.625,201
3216,0.625,193
3217,0.625,181
3218,0.625,176
3219,0.625,173
3220,0.625,179
3221,0.625,184
3222,0.625,182
3223,0.625,179
3224,0.625,193
3225,0.625,194
3226,0.625,196
3227,0.625,207
3228,0.625,210
3229,0.625,209
3230,0.625,214
3231,0.625,214
3232,0.625,208
3233,0.625,203
3234,0.625,198
3235,0.625,189
3236,0.625,187
3237,0.625,189
3238,0.625,185
3239,0.625,198
3240,0.625,202
3241,0.625,197
3242,0.625,191
3243,0.625,197
3244,0.625,194
3245,0.625,198
3246,0.625,205
3247,0.625,202
3248,0.625,198
3249,0.625,196
3250,0.625,192
3251,0.625,190
3252,0.625,192
3253,0.625,182
3254,0.625,191
3255,0.625,196
3256,0.625,204
3257,0.625,207
3258,0.625,210
3259,0.625,218
3260,0.625,212
3261,0.625,211
3262,0.625,208
3263,0.625,212
3264,0.625,211
3265,0.625,212
3266,0.625,205
3267,0.625,207
3268,0.625,204
3269,0.625,195
3270,0.625,197
3271,0.625,191
3272,0.625,193
3273,0.625,189
3274,0.625,192
3275,0.625,196
3276,0.625,200
3277,0.625,191
3278,0.625,190
3279,0.625,188
3280,0.625,194
3281,0.625,190
3282,0.625,181
3283,0.625,188
3284,0.625,180
3285,0.625,188
3286,0.625,186
3287,0.625,177
3288,0.625,187
3289,0.625,189
3290,0.625,192
3291,0.625,197
3292,0.625,197
3293,0.625,198
3294,0.625,193
3295,0.625,200
3296,0.625,203
3297,0.625,206
3298,0.625,213
3299,0.625,205
3300,0.625,200
3301,0.625,206
3302,0.625,202
3303,0.625,201
3304,0.625,197
3305,0.625,204
3306,0.625,207
3307,0.625,203
3308,0.625,201
3309,0.625,203
3310,0.625,201
3311,0.625,200
3312,0.625,199
3313,0.625,193
3314,0.625,200
3315,0.625,196
3316,0.625,196
3317,0.625,200
3318,0.625,203
3319,0.625,200
3320,0.625,202
3321,0.625,206
3322,0.625,113
3323,0.625,147
3324,0.625,168
3325,0.625,185
3326,0.625,199
3327,0.625,211
3328,0.625,220
3329,0.625,228
3330,0.625,232
3331,0.625,236
3332,0.625,240
3333,0.625,243
3334,0.625,245
3335,0.625,249
3336,0.625,161
3337,0.625,163
3338,0.625,170
3339,0.625,172
3340,0.625,175
3341,0.625,191
3342,0.625,196
3343,0.625,201
3344,0.625,212
3345,0.625,218
3346,0.625,221
3347,0.625,227
3348,0.625,232
3349,0.625,234
3350,0.625,216
3351,0.625,198
3352,0.625,183
3353,0.625,180
3354,0.625,185
3355,0.625,178
3356,0.625,185
3357,0.625,188
3358,0.625,193
3359,0.625,202
3360,0.625,213
3361,0.625,211
3362,0.625,213
3363,0.625,215
3364,0.625,215
3365,0.625,205
3366,0.625,201
3367,0.625,193
3368,0.625,181
3369,0.625,176
3370,0.625,173
3371,0.625,179
3372,0.625,184
3373,0.625,182
3374,0.625,179
3375,0.625,193
3376,0.625,194
3377,0.625,196
3378,0.625,207
3379,0.625,210
3380,0.625,209
3381,0.625,214
3382,0.625,214
3383,0.625,208
3384,0.625,203
3385,0.625,198
3386,0.625,189
3387,0.625,187
3388,0.625,189
3389,0.625,185
3390,0.625,198
3391,0.625,202
3392,0.625,197
3393,0.625,191
3394,0.625,197
3395,0.625,194
3396,0.625,198
3397,0.625,205
3398,0.625,202
3399,0.625,198
3400,0.625,196
3401,0.625,192
3402,0.625,190
3403,0.625,192
3404,0.625,182
3405,0.625,191
3406,0.625,196
3407,0.625,204
3408,0.625,207
3409,0.625,210
3410,0.625,218
3411,0.625,212
3412,0.625,211
3413,0.625,208
3414,0.625,212
3415,0.625,211
3416,0.625,212
3417,0.625,205
3418,0.625,207
3419,0.625,204
3420,0.625,195
3421,0.625,197
3422,0.625,191
3423,0.625,193
3424,0.625,189
3425,0.625,192
3426,0.625,196
3427,0.625,200
3428,0.625,191
3429,0.625,190
3430,0.625,188
3431,0.625,194
3432,0.625,190
3433,0.625,181
3434,0.625,188
3435,0.625,180
3436,0.625,188
3437,0.625,186
3438,0.625,177
3439,0.625,187
3440,0.625,189
3441,0.625,192
3442,0.625,197
3443,0.625,197
3444,0.625,198
3445,0.625,193
3446,0.625,200
3447,0.625,203
3448,0.625,206
3449,0.625,213
3450,0.625,205
3451,0.625,200
3452,0.625,206
3453,0.625,202
3454,0.625,201
3455,0.625,197
3456,0.625,204
3457,0.625,207
3458,0.625,203
3459,0.625,201
3460,0.625,203
3461,0.625,201
3462,0.625,200
3463,0.625,199
3464,0.625,193
3465,0.625,200
3466,0.625,196
3467,0.625,196
3468,0.625,200
3469,0.625,203
3470,0.625,200
3471,0.625,202
3472,0.625,206
3473,0.625,113
3474,0.625,147
3475,0.625,168
3476,0.625,185
3477,0.625,199
3478,0.625,211
3479,0.625,220
3480,0.625,228
3481,0.625,232
3482,0.625,236
3483,0.625,240
3484,0.625,243
3485,0.625,245
3486,0.625,249
3487,0.625,161
3488,0.625,163
3489,0.625,170
3490,0.625,172
3491,0.625,175
3492,0.625,191
3493,0.625,196
3494,0.625,201
3495,0.625,212
3496,0.625,218
3497,0.625,221
3498,0.625,227
3499,0.625,232
3500,0.625,234
3501,0.625,216
3502,0.625,198
3503,0.625,183
3504,0.625,180
3505,0.625,185
3506,0.625,178
3507,0.625,185
3508,0.625,188
3509,0.625,193
3510,0.625,202
3511,0.625,213
3512,0.625,211
3513,0.625,213
3514,0.625,215
3515,0.625,215
3516,0.625,205
3517,0.625,201
3518,0.625,193
3519,0.625,181
3520,0.625,176
3521,0.625,173
3522,0.625,179
3523,0.625,184
3524,0.625,182
3525,0.625,179
3526,0.625,193
3527,0.625,194
3528,0.625,196
3529,0.625,207
3530,0.625,210
3531,0.625,209
3532,0.625,214
3533,0.625,214
3534,0.625,208
3535,0.625,203
3536,0.625,198
3537,0.625,189
3538,0.625,187
3539,0.625,189
3540,0.625,185
3541,0.625,198
3542,0.625,202
3543,0.625,197
3544,0.625,191
3545,0.625,197
3546,0.625,194
3547,0.625,198
3548,0.625,205
3549,0.625,202
3550,0.625,198
3551,0.625,196
3552,0.625,192
3553,0.625,190
3554,0.625,192
3555,0.625,182
3556,0.625,191
3557,0.625,196
3558,0.625,204
3559,0.625,207
3560,0.625,210
3561,0.625,218
3562,0.625,212
3563,0.625,211
3564,0.625,208
3565,0.625,212
3566,0.625,211
3567,0.625,212
3568,0.625,205
3569,0.625,207
3570,0.625,204
3571,0.625,195
3572,0.625,197
3573,0.625,191
3574,0.625,193
3575,0.625,189
3576,0.625,192
3577,0.625,196
3578,0.625,200
3579,0.625,191
3580,0.625,190
3581,0.625,188
3582,0.625,194
3583,0.625,190
3584,0.625,181
3585,0.625,188
3586,0.625,180
3587,0.625,188
3588,0.625,186
3589,0.625,177
3590,0.625,187
3591,0.625,189
3592,0.625,192
3593,0.625,197
3594,0.625,197
3595,0.625,198
3596,0.625,193
3597,0.625,200
3598,0.625,203
3599,0.625,206
3600,0.625,213
3601,0.625,205
3602,0.625,200
3603,0.625,206
3604,0.625,202
3605,0.625,201
3606,0.625,197
3607,0.625,204
3608,0.625,207
3609,0.625,203
3610,0.625,201
3611,0.625,203
3612,0.625,201
3613,0.625,200
3614,0.625,199
3615,0.625,193
3616,0.625,200
3617,0.625,196
3618,0.625,196
3619,0.625,200
3620,0.625,203
3621,0.625,200
3622,0.625,202
3623,0.625,206
3624,0.625,113
3625,0.625,147
3626,0.625,168
3627,0.625,185
3628,0.625,199
3629,0.625,211
3630,0.625,220
3631,0.625,228
3632,0.625,232
3633,0.625,236
3634,0.625,240
3635,0.625,243
3636,0.625,245
3637,0.625,249
3638,0.625,161
3639,0.625,163
3640,0.625,170
3641,0.625,172
3642,0.625,175
3643,0.625,191
3644,0.625,196
3645,0.625,201
3646,0.625,212
3647,0.625,218
3648,0.625,221
3649,0.625,227
3650,0.625,232
3651,0.625,234
3652,0.625,216
3653,0.625,198
3654,0.625,183
3655,0.625,180
3656,0.625,185
3657,0.625,178
3658,0.625,185
3659,0.625,188
3660,0.625,193
3661,0.625,202
3662,0.625,213
3663,0.625,211
3664,0.625,213
3665,0.625,215
3666,0.625,215
3667,0.625,205
3668,0.625,201
3669,0.625,193
3670,0.625,181
3671,0.625,176
3672,0.625,173
3673,0.625,179
3674,0.625,184
3675,0.625,182
3676,0.625,179
3677,0.625,193
3678,0.625,194
3679,0.625,196
3680,0.625,207
3681,0.625,210
3682,0.625,209
3683,0.625,214
3684,0.625,214
3685,0.625,208
3686,0.625,203
3687,0.625,198
3688,0.625,189
3689,0.625,187
3690,0.625,189
3691,0.625,185
3692,0.625,198
3693,0.625,202
3694,0.625,197
3695,0.625,191
3696,0.625,197
3697,0.625,194
3698,0.625,198
3699,0.625,205
3700,0.625,202
3701,0.625,198
3702,0.625,196
3703,0.625,192
3704,0.625,190
3705,0.625,192
3706,0.625,182
3707,0.625,191
3708,0.625,196
3709,0.625,204
3710,0.625,207
3711,0.625,210
3712,0.625,218
3713,0.625,212
3714,0.625,211
3715,0.625,208
3716,0.625,212
3717,0.625,211
3718,0.625,212
3719,0.625,205
3720,0.625,207
3721,0.625,204
3722,0.625,195
3723,0.625,197
3724,0.625,191
3725,0.625,193
3726,0.625,189
3727,0.625,192
3728,0.625,196
3729,0.625,200
3730,0.625,191
3731,0.625,190
3732,0.625,188
3733,0.625,194
3734,0.625,190
3735,0.625,181
3736,0.625,188
3737,0.625,180
3738,0.625,188
3739,0.625,186
3740,0.625,177
3741,0.625,187
3742,0.625,189
3743,0.625,192
3744,0.625,197
3745,0.625,197
3746,0.625,198
3747,0.625,193
3748,0.625,200
3749,0.625,203
3750,0.625,206
3751,0.625,213
3752,0.625,205
3753,0.625,200
3754,0.625,206
3755,0.625,202
3756,0.625,201
3757,0.625,197
3758,0.625,204
3759,0.625,207
3760,0.625,203
3761,0.625,201
3762,0.625,203
3763,0.625,201
3764,0.625,200
3765,0.625,199
3766,0.625,193
3767,0.625,200
3768,0.625,196
3769,0.625,196
3770,0.625,200
3771,0.625,203
3772,0.625,200
3773,0.625,202
3774,0.625,206
3775,0.75,113
3776,0.75,147
3777,0.75,178
3778,0.75,193
3779,0.75,205
3780,0.75,214
3781,0.75,223
3782,0.75,230
3783,0.75,235
3784,0.75,237
3785,0.75,240
3786,0.75,244
3787,0.75,244
3788,0.75,246
3789,0.75,165
3790,0.75,157
3791,0.75,155
3792,0.75,168
3793,0.75,179
3794,0.75,187
3795,0.75,186
3796,0.75,186
3797,0.75,192
3798,0.75,203
3799,0.75,210
3800,0.75,220
3801,0.75,224
3802,0.75,231
3803,0.75,209
3804,0.75,200
3805,0.75,193
3806,0.75,186
3807,0.75,183
3808,0.75,181
3809,0.75,187
3810,0.75,193
3811,0.75,197
3812,0.75,203
3813,0.75,206
3814,0.75,205
3815,0.75,210
3816,0.75,216
3817,0.75,211
3818,0.75,207
3819,0.75,200
3820,0.75,192
3821,0.75,187
3822,0.75,193
3823,0.75,189
3824,0.75,196
3825,0.75,197
3826,0.75,196
3827,0.75,198
3828,0.75,198
3829,0.75,204
3830,0.75,199
3831,0.75,212
3832,0.75,206
3833,0.75,200
3834,0.75,199
3835,0.75,197
3836,0.75,195
3837,0.75,199
3838,0.75,192
3839,0.75,194
3840,0.75,193
3841,0.75,195
3842,0.75,189
3843,0.75,190
3844,0.75,192
3845,0.75,193
3846,0.75,197
3847,0.75,201
3848,0.75,201
3849,0.75,202
3850,0.75,199
3851,0.75,195
3852,0.75,196
3853,0.75,193
3854,0.75,193
3855,0.75,194
3856,0.75,201
3857,0.75,195
3858,0.75,204
3859,0.75,198
3860,0.75,201
3861,0.75,197
3862,0.75,199
3863,0.75,200
3864,0.75,196
3865,0.75,195
3866,0.75,196
3867,0.75,196
3868,0.75,201
3869,0.75,208
3870,0.75,202
3871,0.75,203
3872,0.75,199
3873,0.75,191
3874,0.75,190
3875,0.75,200
3876,0.75,196
3877,0.75,189
3878,0.75,191
3879,0.75,196
3880,0.75,199
3881,0.75,202
3882,0.75,200
3883,0.75,194
3884,0.75,203
3885,0.75,206
3886,0.75,201
3887,0.75,206
3888,0.75,208
3889,0.75,206
3890,0.75,206
3891,0.75,210
3892,0.75,209
3893,0.75,207
3894,0.75,201
3895,0.75,199
3896,0.75,191
3897,0.75,190
3898,0.75,189
3899,0.75,185
3900,0.75,188
3901,0.75,193
3902,0.75,188
3903,0.75,189
3904,0.75,200
3905,0.75,202
3906,0.75,204
3907,0.75,201
3908,0.75,205
3909,0.75,206
3910,0.75,200
3911,0.75,199
3912,0.75,192
3913,0.75,196
3914,0.75,192
3915,0.75,192
3916,0.75,197
3917,0.75,190
3918,0.75,184
3919,0.75,181
3920,0.75,181
3921,0.75,190
3922,0.75,188
3923,0.75,189
3924,0.75,204
3925,0.75,200
3926,0.75,113
3927,0.75,147
3928,0.75,178
3929,0.75,193
3930,0.75,205
3931,0.75,214
3932,0.75,223
3933,0.75,230
3934,0.75,235
3935,0.75,237
3936,0.75,240
3937,0.75,244
3938,0.75,244
3939,0.75,246
3940,0.75,165
3941,0.75,157
3942,0.75,155
3943,0.75,168
3944,0.75,179
3945,0.75,187
3946,0.75,186
3947,0.75,186
3948,0.75,192
3949,0.75,203
3950,0.75,210
3951,0.75,220
3952,0.75,224
3953,0.75,231
3954,0.75,209
3955,0.75,200
3956,0.75,193
3957,0.75,186
3958,0.75,183
3959,0.75,181
3960,0.75,187
3961,0.75,193
3962,0.75,197
3963,0.75,203
3964,0.75,206
3965,0.75,205
3966,0.75,210
3967,0.75,216
3968,0.75,211
3969,0.75,207
3970,0.75,200
3971,0.75,192
3972,0.75,187
3973,0.75,193
3974,0.75,189
3975,0.75,196
3976,0.75,197
3977,0.75,196
3978,0.75,198
3979,0.75,198
3980,0.75,204
3981,0.75,199
3982,0.75,212
3983,0.75,206
3984,0.75,200
3985,0.75,199
3986,0.75,197
3987,0.75,195
3988,0.75,199
3989,0.75,192
3990,0.75,194
3991,0.75,193
3992,0.75,195
3993,0.75,189
3994,0.75,190
3995,0.75,192
3996,0.75,193
3997,0.75,197
3998,0.75,201
3999,0.75,201
4000,0.75,202
4001,0.75,199
4002,0.75,195
4003,0.75,196
4004,0.75,193
4005,0.75,193
4006,0.75,194
4007,0.75,201
4008,0.75,195
4009,0.75,204
4010,0.75,198
4011,0.75,201
4012,0.75,197
4013,0.75,199
4014,0.75,200
4015,0.75,196
4016,0.75,195
4017,0.75,196
4018,0.75,196
4019,0.75,201
4020,0.75,208
4021,0.75,202
4022,0.75,203
4023,0.75,199
4024,0.75,191
4025,0.75,190
4026,0.75,200
4027,0.75,196
4028,0.75,189
4029,0.75,191
4030,0.75,196
4031,0.75,199
4032,0.75,202
4033,0.75,200
4034,0.75,194
4035,0.75,203
4036,0.75,206
4037,0.75,201
4038,0.75,206
4039,0.75,208
4040,0.75,206
4041,0.75,206
4042,0.75,210
4043,0.75,209
4044,0.75,207
4045,0.75,201
4046,0.75,199
4047,0.75,191
4048,0.75,190
4049,0.75,189
4050,0.75,185
4051,0.75,188
4052,0.75,193
4053,0.75,188
4054,0.75,189
4055,0.75,200
4056,0.75,202
4057,0.75,204
4058,0.75,201
4059,0.75,205
4060,0.75,206
4061,0.75,200
4062,0.75,199
4063,0.75,192
4064,0.75,196
4065,0.75,192
4066,0.75,192
4067,0.75,197
4068,0.75,190
4069,0.75,184
4070,0.75,181
4071,0.75,181
4072,0.75,190
4073,0.75,188
4074,0.75,189
4075,0.75,204
4076,0.75,200
4077,0.75,113
4078,0.75,147
4079,0.75,178
4080,0.75,193
4081,0.75,205
4082,0.75,214
4083,0.75,223
4084,0.75,230
4085,0.75,235
4086,0.75,237
4087,0.75,240
4088,0.75,244
4089,0.75,244
4090,0.75,246
4091,0.75,165
4092,0.75,157
4093,0.75,155
4094,0.75,168
4095,0.75,179
4096,0.75,187
4097,0.75,186
4098,0.75,186
4099,0.75,192
4100,0.75,203
4101,0.75,210
4102,0.75,220
4103,0.75,224
4104,0.75,231
4105,0.75,209
4106,0.75,200
4107,0.75,193
4108,0.75,186
4109,0.75,183
4110,0.75,181
4111,0.75,187
4112,0.75,193
4113,0.75,197
4114,0.75,203
4115,0.75,206
4116,0.75,205
4117,0.75,210
4118,0.75,216
4119,0.75,211
4120,0.75,207
4121,0.75,200
4122,0.75,192
4123,0.75,187
4124,0.75,193
4125,0.75,189
4126,0.75,196
4127,0.75,197
4128,0.75,196
4129,0.75,198
4130,0.75,198
4131,0.75,204
4132,0.75,199
4133,0.75,212
4134,0.75,206
4135,0.75,200
4136,0.75,199
4137,0.75,197
4138,0.75,195
4139,0.75,199
4140,0.75,192
4141,0.75,194
4142,0.75,193
4143,0.75,195
4144,0.75,189
4145,0.75,190
4146,0.75,192
4147,0.75,193
4148,0.75,197
4149,0.75,201
4150,0.75,201
4151,0.75,202
4152,0.75,199
4153,0.75,195
4154,0.75,196
4155,0.75,193
4156,0.75,193
4157,0.75,194
4158,0.75,201
4159,0.75,195
4160,0.75,204
4161,0.75,198
4162,0.75,201
4163,0.75,197
4164,0.75,199
4165,0.75,200
4166,0.75,196
4167,0.75,195
4168,0.75,196
4169,0.75,196
4170,0.75,201
4171,0.75,208
4172,0.75,202
4173,0.75,203
4174,0.75,199
4175,0.75,191
4176,0.75,190
4177,0.75,200
4178,0.75,196
4179,0.75,189
4180,0.75,191
4181,0.75,196
4182,0.75,199
4183,0.75,202
4184,0.75,200
4185,0.75,194
4186,0.75,203
4187,0.75,206
4188,0.75,201
4189,0.75,206
4190,0.75,208
4191,0.75,206
4192,0.75,206
4193,0.75,210
4194,0.75,209
4195,0.75,207
4196,0.75,201
4197,0.75,199
4198,0.75,191
4199,0.75,190
4200,0.75,189
4201,0.75,185
4202,0.75,188
4203,0.75,193
4204,0.75,188
4205,0.75,189
4206,0.75,200
4207,0.75,202
4208,0.75,204
4209,0.75,201
4210,0.75,205
4211,0.75,206
4212,0.75,200
4213,0.75,199
4214,0.75,192
4215,0.75,196
4216,0.75,192
4217,0.75,192
4218,0.75,197
4219,0.75,190
4220,0.75,184
4221,0.75,181
4222,0.75,181
4223,0.75,190
4224,0.75,188
4225,0.75,189
4226,0.75,204
4227,0.75,200
4228,0.75,113
4229,0.75,147
4230,0.75,178
4231,0.75,193
4232,0.75,205
4233,0.75,214
4234,0.75,223
4235,0.75,230
4236,0.75,235
4237,0.75,237
4238,0.75,240
4239,0.75,244
4240,0.75,244
4241,0.75,246
4242,0.75,165
4243,0.75,157
4244,0.75,155
4245,0.75,168
4246,0.75,179
4247,0.75,187
4248,0.75,186
4249,0.75,186
4250,0.75,192
4251,0.75,203
4252,0.75,210
4253,0.75,220
4254,0.75,224
4255,0.75,231
4256,0.75,209
4257,0.75,200
4258,0.75,193
4259,0.75,186
4260,0.75,183
4261,0.75,181
4262,0.75,187
4263,0.75,193
4264,0.75,197
4265,0.75,203
4266,0.75,206
4267,0.75,205
4268,0.75,210
4269,0.75,216
4270,0.75,211
4271,0.75,207
4272,0.75,200
4273,0.75,192
4274,0.75,187
4275,0.75,193
4276,0.75,189
4277,0.75,196
4278,0.75,197
4279,0.75,196
4280,0.75,198
4281,0.75,198
4282,0.75,204
4283,0.75,199
4284,0.75,212
4285,0.75,206
4286,0.75,200
4287,0.75,199
4288,0.75,197
4289,0.75,195
4290,0.75,199
4291,0.75,192
4292,0.75,194
4293,0.75,193
4294,0.75,195
4295,0.75,189
4296,0.75,190
4297,0.75,192
4298,0.75,193
4299,0.75,197
4300,0.75,201
4301,0.75,201
4302,0.75,202
4303,0.75,199
4304,0.75,195
4305,0.75,196
4306,0.75,193
4307,0.75,193
4308,0.75,194
4309,0.75,201
4310,0.75,195
4311,0.75,204
4312,0.75,198
4313,0.75,201
4314,0.75,197
4315,0.75,199
4316,0.75,200
4317,0.75,196
4318,0.75,195
4319,0.75,196
4320,0.75,196
4321,0.75,201
4322,0.75,208
4323,0.75,202
4324,0.75,203
4325,0.75,199
4326,0.75,191
4327,0.75,190
4328,0.75,200
4329,0.75,196
4330,0.75,189
4331,0.75,191
4332,0.75,196
4333,0.75,199
4334,0.75,202
4335,0.75,200
4336,0.75,194
4337,0.75,203
4338,0.75,206
4339,0.75,201
4340,0.75,206
4341,0.75,208
4342,0.75,206
4343,0.75,206
4344,0.75,210
4345,0.75,209
4346,0.75,207
4347,0.75,201
4348,0.75,199
4349,0.75,191
4350,0.75,190
4351,0.75,189
4352,0.75,185
4353,0.75,188
4354,0.75,193
4355,0.75,188
4356,0.75,189
4357,0.75,200
4358,0.75,202
4359,0.75,204
4360,0.75,201
4361,0.75,205
4362,0.75,206
4363,0.75,200
4364,0.75,199
4365,0.75,192
4366,0.75,196
4367,0.75,192
4368,0.75,192
4369,0.75,197
4370,0.75,190
4371,0.75,184
4372,0.75,181
4373,0.75,181
4374,0.75,190
4375,0.75,188
4376,0.75,189
4377,0.75,204
4378,0.75,200
4379,0.75,113
4380,0.75,147
4381,0.75,178
4382,0.75,193
4383,0.75,205
4384,0.75,214
4385,0.75,223
4386,0.75,230
4387,0.75,235
4388,0.75,237
4389,0.75,240
4390,0.75,244
4391,0.75,244
4392,0.75,246
4393,0.75,165
4394,0.75,157
4395,0.75,155
4396,0.75,168
4397,0.75,179
4398,0.75,187
4399,0.75,186
4400,0.75,186
4401,0.75,192
4402,0.75,203
4403,0.75,210
4404,0.75,220
4405,0.75,224
4406,0.75,231
4407,0.75,209
4408,0.75,200
4409,0.75,193
4410,0.75,186
4411,0.75,183
4412,0.75,181
4413,0.75,187
4414,0.75,193
4415,0.75,197
4416,0.75,203
4417,0.75,206
4418,0.75,205
4419,0.75,210
4420,0.75,216
4421,0.75,211
4422,0.75,207
4423,0.75,200
4424,0.75,192
4425,0.75,187
4426,0.75,193
4427,0.75,189
4428,0.75,196
4429,0.75,197
4430,0.75,196
4431,0.75,198
4432,0.75,198
4433,0.75,204
4434,0.75,199
4435,0.75,212
4436,0.75,206
4437,0.75,200
4438,0.75,199
4439,0.75,197
4440,0.75,195
4441,0.75,199
4442,0.75,192
4443,0.75,194
4444,0.75,193
4445,0.75,195
4446,0.75,189
4447,0.75,190
4448,0.75,192
4449,0.75,193
4450,0.75,197
4451,0.75,201
4452,0.75,201
4453,0.75,202
4454,0.75,199
4455,0.75,195
4456,0.75,196
4457,0.75,193
4458,0.75,193
4459,0.75,194
4460,0.75,201
4461,0.75,195
4462,0.75,204
4463,0.75,198
4464,0.75,201
4465,0.75,197
4466,0.75,199
4467,0.75,200
4468,0.75,196
4469,0.75,195
4470,0.75,196
4471,0.75,196
4472,0.75,201
4473,0.75,208
4474,0.75,202
4475,0.75,203
4476,0.75,199
4477,0.75,191
4478,0.75,190
4479,0.75,200
4480,0.75,196
4481,0.75,189
4482,0.75,191
4483,0.75,196
4484,0.75,199
4485,0.75,202
4486,0.75,200
4487,0.75,194
4488,0.75,203
4489,0.75,206
4490,0.75,201
4491,0.75,206
4492,0.75,208
4493,0.75,206
4494,0.75,206
4495,0.75,210
4496,0.75,209
4497,0.75,207
4498,0.75,201
4499,0.75,199
4500,0.75,191
4501,0.75,190
4502,0.75,189
4503,0.75,185
4504,0.75,188
4505,0.75,193
4506,0.75,188
4507,0.75,189
4508,0.75,200
4509,0.75,202
4510,0.75,204
4511,0.75,201
4512,0.75,205
4513,0.75,206
4514,0.75,200
4515,0.75,199
4516,0.75,192
4517,0.75,196
4518,0.75,192
4519,0.75,192
4520,0.75,197
4521,0.75,190
4522,0.75,184
4523,0.75,181
4524,0.75,181
4525,0.75,190
4526,0.75,188
4527,0.75,189
4528,0.75,204
4529,0.75,200
4530,0.875,113
4531,0.875,147
4532,0.875,171
4533,0.875,188
4534,0.875,203
4535,0.875,217
4536,0.875,224
4537,0.875,231
4538,0.875,234
4539,0.875,236
4540,0.875,239
4541,0.875,242
4542,0.875,243
4543,0.875,246
4544,0.875,165
4545,0.875,159
4546,0.875,164
4547,0.875,163
4548,0.875,170
4549,0.875,173
4550,0.875,183
4551,0.875,193
4552,0.875,201
4553,0.875,215
4554,0.875,221
4555,0.875,222
4556,0.875,225
4557,0.875,234
4558,0.875,215
4559,0.875,198
4560,0.875,180
4561,0.875,185
4562,0.875,178
4563,0.875,183
4564,0.875,175
4565,0.875,177
4566,0.875,183
4567,0.875,184
4568,0.875,187
4569,0.875,200
4570,0.875,207
4571,0.875,201
4572,0.875,200
4573,0.875,207
4574,0.875,207
4575,0.875,195
4576,0.875,200
4577,0.875,195
4578,0.875,198
4579,0.875,191
4580,0.875,187
4581,0.875,185
4582,0.875,184
4583,0.875,181
4584,0.875,185
4585,0.875,192
4586,0.875,198
4587,0.875,191
4588,0.875,193
4589,0.875,198
4590,0.875,193
4591,0.875,191
4592,0.875,194
4593,0.875,199
4594,0.875,196
4595,0.875,196
4596,0.875,203
4597,0.875,204
4598,0.875,202
4599,0.875,203
4600,0.875,200
4601,0.875,204
4602,0.875,203
4603,0.875,204
4604,0.875,200
4605,0.875,201
4606,0.875,199
4607,0.875,199
4608,0.875,199
4609,0.875,196
4610,0.875,192
4611,0.875,192
4612,0.875,189
4613,0.875,193
4614,0.875,192
4615,0.875,189
4616,0.875,194
4617,0.875,201
4618,0.875,203
4619,0.875,205
4620,0.875,203
4621,0.875,201
4622,0.875,202
4623,0.875,203
4624,0.875,201
4625,0.875,200
4626,0.875,205
4627,0.875,201
4628,0.875,196
4629,0.875,197
4630,0.875,190
4631,0.875,191
4632,0.875,194
4633,0.875,195
4634,0.875,198
4635,0.875,193
4636,0.875,196
4637,0.875,196
4638,0.875,199
4639,0.875,199
4640,0.875,193
4641,0.875,198
4642,0.875,205
4643,0.875,201
4644,0.875,205
4645,0.875,200
4646,0.875,199
4647,0.875,193
4648,0.875,197
4649,0.875,197
4650,0.875,195
4651,0.875,198
4652,0.875,193
4653,0.875,187
4654,0.875,196
4655,0.875,194
4656,0.875,196
4657,0.875,199
4658,0.875,195
4659,0.875,193
4660,0.875,191
4661,0.875,193
4662,0.875,194
4663,0.875,202
4664,0.875,203
4665,0.875,204
4666,0.875,206
4667,0.875,208
4668,0.875,201
4669,0.875,195
4670,0.875,192
4671,0.875,196
4672,0.875,200
4673,0.875,196
4674,0.875,196
4675,0.875,200
4676,0.875,199
4677,0.875,189
4678,0.875,189
4679,0.875,188
4680,0.875,193
4681,0.875,113
4682,0.875,147
4683,0.875,171
4684,0.875,188
4685,0.875,203
4686,0.875,217
4687,0.875,224
4688,0.875,231
4689,0.875,234
4690,0.875,236
4691,0.875,239
4692,0.875,242
4693,0.875,243
4694,0.875,246
4695,0.875,165
4696,0.875,159
4697,0.875,164
4698,0.875,163
4699,0.875,170
4700,0.875,173
4701,0.875,183
4702,0.875,193
4703,0.875,201
4704,0.875,215
4705,0.875,221
4706,0.875,222
4707,0.875,225
4708,0.875,234
4709,0.875,215
4710,0.875,198
4711,0.875,180
4712,0.875,185
4713,0.875,178
4714,0.875,183
4715,0.875,175
4716,0.875,177
4717,0.875,183
4718,0.875,184
4719,0.875,187
4720,0.875,200
4721,0.875,207
4722,0.875,201
4723,0.875,200
4724,0.875,207
4725,0.875,207
4726,0.875,195
4727,0.875,200
4728,0.875,195
4729,0.875,198
4730,0.875,191
4731,0.875,187
4732,0.875,185
4733,0.875,184
4734,0.875,181
4735,0.875,185
4736,0.875,192
4737,0.875,198
4738,0.875,191
4739,0.875,193
4740,0.875,198
4741,0.875,193
4742,0.875,191
4743,0.875,194
4744,0.875,199
4745,0.875,196
4746,0.875,196
4747,0.875,203
4748,0.875,204
4749,0.875,202
4750,0.875,203
4751,0.875,200
4752,0.875,204
4753,0.875,203
4754,0.875,204
4755,0.875,200
4756,0.875,201
4757,0.875,199
4758,0.875,199
4759,0.875,199
4760,0.875,196
4761,0.875,192
4762,0.875,192
4763,0.875,189
4764,0.875,193
4765,0.875,192
4766,0.875,189
